File_ID,Subject_ID,Exercise,Dataset_Source,File_Type,File_Path,FPS,Resolution,Duration_sec,Frame_Count,Camera_View,Quality,Selected,Pose_Status,Notes
SQ_1665_050,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000050.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_051,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000051.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_052,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000052.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_053,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000053.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_054,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000054.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_055,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000055.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_056,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000056.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_057,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000057.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_058,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000058.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_059,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000059.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_060,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000060.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_061,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000061.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_062,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000062.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_063,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000063.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_064,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000064.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_065,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000065.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_066,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000066.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_067,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000067.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_068,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000068.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_069,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000069.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_070,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000070.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_071,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000071.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_072,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000072.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_073,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000073.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_074,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000074.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_075,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000075.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_076,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000076.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_077,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000077.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_078,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000078.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_079,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000079.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_080,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000080.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_081,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000081.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_082,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000082.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_083,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000083.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_084,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000084.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_085,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000085.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_086,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000086.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_087,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000087.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_088,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000088.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_089,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000089.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_090,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000090.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_091,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000091.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_092,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000092.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_093,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000093.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_094,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000094.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_095,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000095.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_096,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000096.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_097,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000097.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_098,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000098.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_099,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000099.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_100,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000100.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_101,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000101.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_102,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000102.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_103,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000103.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_104,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000104.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_105,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000105.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_106,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000106.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_107,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000107.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_108,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000108.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1665_109,1665,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1665/000109.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1666_001,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000001.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_002,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000002.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_003,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000003.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_004,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000004.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_005,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000005.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_006,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000006.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_007,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000007.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_008,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000008.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_009,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000009.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_010,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000010.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_011,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000011.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_012,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000012.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_013,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000013.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_014,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000014.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_015,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000015.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_016,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000016.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_017,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000017.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_018,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000018.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_019,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000019.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_020,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000020.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_021,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000021.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_022,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000022.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_023,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000023.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_024,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000024.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_025,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000025.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_026,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000026.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_027,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000027.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_028,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000028.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_029,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000029.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_030,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000030.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_031,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000031.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_032,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000032.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_033,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000033.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_034,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000034.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_035,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000035.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_036,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000036.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_037,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000037.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_038,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000038.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_039,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000039.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_040,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000040.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_041,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000041.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_042,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000042.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_043,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000043.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_044,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000044.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_045,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000045.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_046,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000046.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_047,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000047.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_048,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000048.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_049,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000049.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_050,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000050.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_051,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000051.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_052,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000052.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_053,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000053.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_054,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000054.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_055,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000055.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_056,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000056.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_057,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000057.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_058,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000058.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_059,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000059.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_060,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000060.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_061,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000061.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_062,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000062.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_063,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000063.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_064,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000064.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_065,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000065.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_066,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000066.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_067,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000067.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_068,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000068.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_069,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000069.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_070,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000070.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_071,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000071.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_072,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000072.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_073,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000073.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_074,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000074.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_075,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000075.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_076,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000076.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_077,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000077.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1666_078,1666,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1666/000078.jpg,,480x270,,1,unknown,unchecked,yes,not_started,
SQ_1667_001,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000001.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_002,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000002.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_003,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000003.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_004,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000004.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_005,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000005.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_006,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000006.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_007,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000007.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_008,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000008.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_009,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000009.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_010,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000010.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_011,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000011.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_012,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000012.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_013,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000013.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_014,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000014.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_015,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000015.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_016,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000016.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_017,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000017.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_018,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000018.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_019,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000019.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_020,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000020.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_021,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000021.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_022,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000022.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_023,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000023.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_024,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000024.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_025,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000025.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_026,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000026.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_027,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000027.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_028,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000028.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_029,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000029.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_030,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000030.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_031,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000031.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_032,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000032.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_033,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000033.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_034,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000034.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_035,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000035.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_036,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000036.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_037,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000037.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_038,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000038.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_039,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000039.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1667_040,1667,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1667/000040.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
